"","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","partyid","scale","likely","educ","racer","phonetyp","age","hisp","gender","party2","county","racest","smp","region","age4","turnout3","race.st","partyw","regionw","rv.weight","likelyyn","turnout.score","lv.weight"
"398","Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Oppose","Support","Real threat","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",47,"No","F","Republican","Rowan","White","Landline","Southwest",3,"High","White","Republican","Southwest",1.7305850982666,1,0.99507213,1.7263210490725
"399","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Oppose","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",69,"No","M","Republican","Mecklenburg","White","Cell","Southwest",4,"High","White","Republican","Southwest",1.03337788581848,1,0.993421241,1.02997871378512
"400","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",54,"No","M","Republican","Henderson","White","Cell","Western",3,"Middle","White","Republican","Western",0.713840126991272,1,0.810992757,0.646379649818577
"401","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","[DO NOT READ] Don't know/No opinion","Disapprove","Support","Oppose","Not","Support","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline Only",71,"No","F","Democratic","Bladen","White","Landline","East/ South Central",4,"High","White","Democratic","East/ South Central",0.682204484939575,1,0.940191952,0.661803825649035
"402","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Support","Oppose","Not","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone Only",59,"No","M","Non-Partisan","Onslow","White","Cell","East/ South Central",3,"Low","White","Other","East/ South Central",0.397353649139404,1,0.196013016,0.237620068162912
"403","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Approve","Support","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","[DO NOT READ] Other/Something else (specify)","Landline and Cell Phone",74,"No","F","Non-Partisan","Haywood","White","Landline","Western",4,"High","White","Other","Western",0.551096618175507,1,0.98944236,0.548187478325549
"404","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Not","Oppose","[DO NOT READ] Don't know/No opinion","Democrat","Ten (definitely will vote)","Somewhat likely","Grade school","African American/Black","Landline and Cell Phone",18,"No","M","Democratic","Hoke","Black","Landline","East/ South Central",2,"Middle","Black","Democratic","East/ South Central",1.04159665107727,0,0.656015879,0.341651971309956
"405","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Approve","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",64,"No","F","Democratic","Buncombe","White","Landline","Western",3,"High","White","Democratic","Western",0.784551024436951,1,0.994401344,0.782354808786816
"406","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Pat McCrory, the Republican","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Five","Not very likely","Grade school","African American/Black","Landline and Cell Phone",0,"No","F","Democratic","Caldwell","Black","Landline","Western",3,"Middle","Black","Democratic","Western",1.0012184381485,0,0.8357374,0.418377847165143
"407","Unfavorable","Favorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Support","Support","Republican","Eight","Very likely","High school","Caucasian/White","Landline Only",71,"No","F","Republican","Carteret","White","Landline","East/ South Central",4,"Middle","White","Republican","East/ South Central",0.819187998771667,0,0.787033376,0.322364148125975
"408","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Oppose","Oppose","Not","Support","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Hispanic/Latino","Cell Phone Only",59,"Yes","M","Non-Partisan","Union","White","Cell","Southwest",3,"High","White","Other","Southwest",1.07791697978973,1,0.983082101,1.0687989344925
"409","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",52,"No","M","Non-Partisan","Chatham","White","Landline","North Central",3,"High","White","Other","North Central",0.99879264831543,1,0.992153413,0.994874091610446
"410","Unfavorable","Unfavorable","[DO NOT READ] Someone else (specify)","Gary Johnson, the Libertarian","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Oppose","Support","Real threat","Oppose","Support","Independent (No party)","Ten (definitely will vote)","Very likely","Some college or trade school","Caucasian/White","Cell Phone Only",28,"No","M","Non-Partisan","Iredell","White","Cell","Southwest",1,"Low","White","Other","Southwest",1.01780009269714,1,0.244104804,0.633124992418081
"411","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Very likely","High school","Caucasian/White","Landline and Cell Phone",76,"No","F","Democratic","Caldwell","White","Landline","Western",4,"High","White","Democratic","Western",0.61827152967453,1,0.925987393,0.595391585801985
"412","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Hispanic/Latino","Landline and Cell Phone",47,"Yes","M","Non-Partisan","Rutherford","Hispanic","Landline","Western",3,"Middle","Hispanic","Other","Western",0.427659779787064,1,0.690902819,0.361565563607433
"413","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","[DO NOT READ] Don't know/No opinion","Oppose","Approve","Support","[DO NOT READ] Don't know/No opinion","Not","Oppose","Support","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","African American/Black","Landline Only",50,"No","F","Democratic","Sampson","Black","Landline","East/ South Central",3,"High","Black","Democratic","East/ South Central",0.997604250907898,1,0.994228227,0.99472527826786
"414","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","Richard Burr, the Republican","[DO NOT READ] Don't know/No opinion","Favor","Disapprove","Support","Support","Real threat","Oppose","Support","Independent (No party)","Nine","Almost certain","High school","Caucasian/White","Landline and Cell Phone",70,"No","F","Democratic","Stokes","White","Landline","Piedmont-Triad",4,"High","White","Democratic","Piedmont-Triad",0.83947366476059,1,0.960212451,0.822773364975154
"415","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",44,"No","F","Democratic","Pitt","White","Landline","East/ South Central",2,"High","White","Democratic","East/ South Central",1.07716405391693,1,0.992352469,1.07304523116972
"416","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Oppose","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Very likely","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",82,"No","M","Democratic","New Hanover","White","Landline","East/ South Central",4,"High","White","Democratic","East/ South Central",0.516918420791626,1,0.987000915,0.513558687546658
"417","Favorable","Favorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Won't vote","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","African American/Black","Cell Phone Only",44,"No","F","Non-Partisan","Mecklenburg","Black","Cell","Southwest",2,"High","Black","Other","Southwest",2.03988409042358,1,0.99306825,2.03281410715169
"418","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","[DO NOT READ] Don't know/No opinion","Support","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","African American/Black","Landline Only",54,"No","F","Democratic","Mecklenburg","Black","Landline","Southwest",3,"Middle","Black","Democratic","Southwest",2.03673505783081,1,0.838319814,1.87208520633941
"419","Unfavorable","Unfavorable","[DO NOT READ] Don't know/No opinion","Gary Johnson, the Libertarian","Richard Burr, the Republican","Roy Cooper, the Democrat","Oppose","Approve","Support","Oppose","Real threat","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline Only",80,"No","M","Non-Partisan","Jackson","White","Cell","Western",4,"High","White","Other","Western",0.417578369379044,1,0.987345235,0.414936191312256
"420","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone Only",33,"No","F","Non-Partisan","Forsyth","White","Cell","Piedmont-Triad",2,"High","White","Other","Piedmont-Triad",1.18147647380829,1,0.94231323,1.14739869300579
"421","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Deborah Ross, the Democrat","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone Only",52,"No","M","Democratic","Mecklenburg","White","Cell","Southwest",3,"High","White","Democratic","Southwest",1.20930206775665,1,0.990400782,1.20349789066853
"422","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","Oppose","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","Real threat","Support","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",64,"No","F","Democratic","Surry","White","Landline","Piedmont-Triad",3,"High","White","Democratic","Piedmont-Triad",1.06524693965912,1,0.992563579,1.06128612730299
"423","Unfavorable","Favorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","Favor","Disapprove","Support","Oppose","Not","Oppose","Support","[DO NOT READ] Refused","Ten (definitely will vote)","Almost certain","Bachelors' degree","[DO NOT READ] Other/Something else (specify)","Landline and Cell Phone",69,"No","M","Republican","Burke","White","Landline","Western",4,"High","White","Republican","Western",0.507989227771759,1,0.986875218,0.504655603835333
"424","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Very likely","Some college or trade school","Caucasian/White","Landline and Cell Phone",40,"No","M","Democratic","Harnett","Black","Landline","North Central",3,"High","Black","Democratic","North Central",1.2913064956665,1,0.995687323,1.2885220017546
"425","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Oppose","Support","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline Only",92,"No","M","Democratic","Rockingham","White","Landline","Piedmont-Triad",4,"High","White","Democratic","Piedmont-Triad",0.636090934276581,1,0.966558452,0.625455001521093
"426","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","Not","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",67,"No","M","Non-Partisan","Davidson","White","Cell","Piedmont-Triad",4,"High","White","Other","Piedmont-Triad",0.56697803735733,1,0.952639431,0.553551836127457
"427","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",72,"No","M","Democratic","Mecklenburg","White","Cell","Southwest",4,"High","White","Democratic","Southwest",0.953002095222473,1,0.992910068,0.949623735196981
"428","Unfavorable","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Deborah Ross, the Democrat","Pat McCrory, the Republican","Favor","Disapprove","Oppose","Support","Not","Oppose","Support","Independent (No party)","Nine","Very likely","Some college or trade school","African American/Black","Landline and Cell Phone",50,"No","M","Democratic","Mecklenburg","Black","Landline","Southwest",3,"High","Black","Democratic","Southwest",1.39360332489014,1,0.994503737,1.3897735196945
"429","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Support","Oppose","Independent (No party)","Ten (definitely will vote)","Very likely","High school","African American/Black","Landline Only",93,"No","M","Republican","Buncombe","Black","Landline","Western",4,"High","Black","Republican","Western",0.585407018661499,1,0.977541827,0.578833432611242
"430","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",59,"No","M","Republican","Hoke","White","Landline","East/ South Central",3,"High","White","Republican","East/ South Central",0.71126389503479,1,0.990543954,0.707901022979996
"431","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Roy Cooper, the Democrat","[DO NOT READ] Don't know/No opinion","Disapprove","Support","Oppose","[DO NOT READ] Don't know/No opinion","Support","[DO NOT READ] Don't know/No opinion","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",66,"No","F","Democratic","Cleveland","White","Landline","Southwest",4,"Middle","White","Democratic","Southwest",1.39280188083649,1,0.776277474,1.23700130333734
"432","Unfavorable","Unfavorable","[DO NOT READ] Don't know/No opinion","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Pat McCrory, the Republican","Oppose","Approve","Support","Support","Real threat","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",54,"No","F","Republican","Cabarrus","White","Landline","Southwest",3,"High","White","Republican","Southwest",1.7305850982666,1,0.994847289,1.72612649583046
"433","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Oppose","Real threat","Oppose","Support","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","[DO NOT READ] Other/Something else (specify)","Landline Only",77,"No","M","Democratic","Sampson","Other","Landline","East/ South Central",4,"High","Other","Democratic","East/ South Central",0.639500796794891,1,0.9832114,0.634132635256356
"434","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Oppose","Support","Republican","Eight","Very likely","Bachelors' degree","Caucasian/White","Landline and Cell Phone",42,"No","M","Republican","Burke","White","Landline","Western",2,"High","White","Republican","Western",0.802092909812927,0,0.992628904,0.398090302986888
"435","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Not","Oppose","Oppose","Democrat","Ten (definitely will vote)","Very likely","Bachelors' degree","Caucasian/White","Landline and Cell Phone",86,"No","M","Democratic","Gaston","White","Landline","Southwest",4,"High","White","Democratic","Southwest",0.953002095222473,1,0.98155938,0.944215120473872
"436","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Disapprove","Oppose","Oppose","Real threat","Oppose","Oppose","[DO NOT READ] Refused","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline Only",55,"No","F","Non-Partisan","Person","White","Landline","North Central",4,"High","White","Other","North Central",1.03877472877502,1,0.927009515,1.00086439314551
"437","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Deborah Ross, the Democrat","[DO NOT READ] Don't know/No opinion","Favor","[DO NOT READ] Don't know/No opinion","Support","[DO NOT READ] Don't know/No opinion","Real threat","Support","Oppose","Democrat","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone Only",42,"No","F","Democratic","Wake","White","Cell","North Central",2,"High","White","Democratic","North Central",1.84010875225067,1,0.951365838,1.79536267867338
"438","Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Disapprove","Oppose","Oppose","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",59,"No","F","Republican","Mecklenburg","White","Landline","Southwest",3,"High","White","Republican","Southwest",1.7305850982666,1,0.993925105,1.72532853688633
"439","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Oppose","Oppose","Not","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",52,"No","F","Republican","Yadkin","White","Landline","Piedmont-Triad",3,"High","White","Republican","Piedmont-Triad",1.15508627891541,1,0.994645779,1.15199398530971
"440","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Pat McCrory, the Republican","Favor","[DO NOT READ] Don't know/No opinion","Support","Oppose","[DO NOT READ] Don't know/No opinion","Oppose","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","African American/Black","Cell Phone Only",49,"No","M","Democratic","Sampson","Black","Cell","East/ South Central",3,"Middle","Black","Democratic","East/ South Central",0.837091565132141,1,0.798998889,0.752963397831997
"441","Unfavorable","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","[DO NOT READ] Don't know/No opinion","Oppose","Oppose","Real threat","Support","Oppose","Democrat","Eight","Somewhat likely","Some college or trade school","Caucasian/White","Cell Phone Only",59,"No","M","Democratic","Wayne","White","Cell","East/ South Central",3,"High","White","Democratic","East/ South Central",0.655944287776947,0,0.993048033,0.325692092367242
"442","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Support","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",84,"No","F","Republican","Nash","White","Landline","North Central",4,"High","White","Republican","North Central",1.26369106769562,1,0.991794983,1.25850676434902
"443","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone Only",29,"No","F","Democratic","Pitt","White","Cell","East/ South Central",1,"High","White","Democratic","East/ South Central",1.20272886753082,1,0.989682215,1.19652411859658
"444","Favorable","Favorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Approve","Oppose","Support","Real threat","Support","Oppose","Democrat","Eight","Very likely","Some college or trade school","African American/Black","Landline and Cell Phone",34,"No","M","Democratic","Vance","Black","Landline","North Central",2,"High","Black","Democratic","North Central",1.60677909851074,0,0.991005571,0.796163518995252
"445","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Support","Oppose","Real threat","Support","Support","Independent (No party)","Ten (definitely will vote)","Very likely","Some college or trade school","Caucasian/White","Cell Phone Only",54,"No","F","Non-Partisan","Cumberland","White","Cell","East/ South Central",3,"Middle","White","Other","East/ South Central",0.854491591453552,1,0.791456369,0.765392201883206
"446","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Richard Burr, the Republican","Roy Cooper, the Democrat","[DO NOT READ] Don't know/No opinion","Approve","Oppose","Oppose","Real threat","Oppose","Oppose","Republican","Ten (definitely will vote)","Very likely","Bachelors' degree","Caucasian/White","Landline Only",71,"No","F","Republican","Harnett","White","Landline","North Central",4,"Middle","White","Republican","North Central",1.39941227436066,1,0.772499913,1.2402290672777
"447","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone Only",53,"No","M","Republican","Craven","White","Cell","East/ South Central",3,"High","White","Republican","East/ South Central",0.71126389503479,1,0.93505765,0.688168320627934
"448","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","African American/Black","Landline and Cell Phone",49,"No","F","Democratic","Alamance","Black","Cell","Piedmont-Triad",3,"High","Black","Democratic","Piedmont-Triad",1.22758793830872,1,0.995477912,1.22481230796633
"449","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Oppose","Oppose","Independent (No party)","Eight","Very likely","Bachelors' degree","Caucasian/White","Cell Phone Only",33,"No","F","Democratic","Buncombe","White","Cell","Western",2,"Middle","White","Democratic","Western",1.08106577396393,0,0.590497232,0.319183173567819
"450","Unfavorable","Unfavorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Disapprove","Oppose","Oppose","Real threat","Oppose","Support","Democrat","One (definitely will NOT vote)","Not very likely","High school","Caucasian/White","Landline Only",60,"No","F","Republican","Cleveland","White","Landline","Southwest",3,"Middle","White","Republican","Southwest",1.91643977165222,0,0.703183613,0.673804521363652
"451","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","[DO NOT READ] Don't know/No opinion","Oppose","Disapprove","Support","Oppose","Not","Support","Oppose","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",43,"No","F","Republican","Duplin","White","Landline","East/ South Central",2,"High","White","Republican","East/ South Central",1.16801345348358,1,0.949429539,1.13847996408515
"452","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Pat McCrory, the Republican","[DO NOT READ] Don't know/No opinion","Disapprove","Support","Oppose","Real threat","Oppose","Oppose","Republican","Ten (definitely will vote)","Very likely","High school","Caucasian/White","Landline and Cell Phone",20,"No","M","Republican","Davidson","White","Landline","Piedmont-Triad",3,"High","White","Republican","Piedmont-Triad",0.875237882137299,1,0.966678001,0.860655544220628
"453","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","[DO NOT READ] Other/Something else (specify)","Cell Phone Only",55,"No","M","Democratic","Forsyth","White","Cell","Piedmont-Triad",3,"High","White","Democratic","Piedmont-Triad",0.8071608543396,1,0.989833027,0.803057663033236
"454","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Oppose","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Grade school","Caucasian/White","Landline Only",56,"No","F","Non-Partisan","Surry","White","Landline","Piedmont-Triad",3,"High","White","Other","Piedmont-Triad",0.949506342411041,1,0.94272429,0.922314517455494
"455","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","Favor","Disapprove","Oppose","Oppose","Real threat","Oppose","[DO NOT READ] Don't know/No opinion","Independent (No party)","Three","Not very likely","Some college or trade school","Caucasian/White","Landline and Cell Phone",34,"No","F","Non-Partisan","Harnett","White","Landline","North Central",2,"Low","White","Other","North Central",1.11469161510468,0,0.218643452,0.121860011320971
"456","Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Support","Support","Real threat","Support","[DO NOT READ] Don't know/No opinion","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","[DO NOT READ] Other/Something else (specify)","Landline Only",72,"No","M","Non-Partisan","Davie","White","Landline","Piedmont-Triad",4,"High","White","Other","Piedmont-Triad",0.56697803735733,1,0.991664457,0.564615002452107
"457","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Oppose","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",36,"No","M","Republican","Cabarrus","White","Landline","Southwest",2,"High","White","Republican","Southwest",1.63165986537933,1,0.992288722,1.62536877396764
"458","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",65,"No","M","Non-Partisan","Gaston","White","Landline","Southwest",4,"High","White","Other","Southwest",0.849459707736969,1,0.952356619,0.829224141487038
